username,tweet,hashtags
heldavidson,"Pelosi had landed, greeted by foreign minister Joseph Wu and US rep in Taiwan, Sandra Oudkirk. They’re currently on the tarmac, beside the plane",
xuxingfu1,"sumtime, I feel like everyone copy me, but I can not prove anything.
OKAY, MIRROR.",
Osmond53900096,#Pelosi arrived at Taipei Songshan Airport,['Pelosi']
TaiwanWarReport,China looks weak. They will do something drastic or risk looking like a bunch of clowns,
trickytaipei,Is this really a Slumdog Millionaire moment or does everyone need to calm down?,
sukarnofanpage,nancy pelosi and i are out to dinner right now. everyone calm down,
even_chao,"So strange to hear so many people try to 'tell you the fact about Taiwan,' ignoring what Taiwanese people already and repeatly say about themselves.

Whether you like it or not, Taiwan is de facto an independent country, despite with a confusing (rather ineffective) constitution.",
sixx617,Welcom to Taiwan @SpeakerPelosi,
spenceramansick,Many travelers’ device alarms are going off at the airport…this promptly reminded me to TURN ALL MINE OFF 😅🤣,
brianhioe,Going to be on Al-Jazeera regarding the Pelosi visit in a few minutes,
trickytaipei,I bet Elon Musk wish it was him landing in Taiwan right now.,
syhsu1230,"#Pelosi arrived #Taiwan
Welcome","['Pelosi', 'Taiwan']"
ryan_landay,Anyone know which quarantine hotel Pelosi is planning to stay at?,
WilliamYang120,Breaking: Nancy Pelosi's plane just landed in #Taiwan.,['Taiwan']
emilyywu,"It gives me great confidence in my country, to see the normalization of our interactions with democratic partners from around the world. Welcome to Taiwan, Speaker Pelosi. I wish for a day when a visit like this is so normal that, it's routine, and borderline boring.",
TaiwanWarReport,CHINESE JETS CLOSING IN ON TAIWAN,
hungchihkuo,"Welcome to Taiwan🇹🇼
#Pelosi #Taiwan","['Pelosi', 'Taiwan']"
JChaseWilliams,"Today is the day, Arizona! Get out and vote for the #AZGov candidate who has fought for our democracy and is committed to building an Arizona that works for everyone - not just those at the top. Reject the negative smear tactics and get out and vote for @katiehobbs!",['AZGov']
MichaelChen0110,"Welcome to Taiwan, Speaker Pelosi. This is a beautiful country with  similar values as USA. Enjoy your stay, even though it’s a short one but I guarantee you that it’s gonna be a very meaningful one. @SpeakerPelosi",
TaiwanWarReport,SPAR19 LANDS IN 3 MINUTES WITH PELOSI,
ray00178,"Learning #100DaysOfSwiftUI 🤓
Day 81 Project 16, part 3",['100DaysOfSwiftUI']
TaiwanWarReport,MORE CYBER ATTACKS AGAINST TAIWAN: Taiwan’s government website is down with a 502 server error.,
xeniachuu,"Wordle 409 6/6

🟨🟩⬛⬛⬛
⬛⬛⬛⬛⬛
⬛🟩🟨⬛🟩
⬛🟩⬛⬛⬛
🟩🟩⬛⬛⬛
🟩🟩🟩🟩🟩",
btonQDNRgSv9G7s,"Taiwan has its own president, Taiwan has its own politics, and its own culture. Why does China insist that Taiwan belongs to them? If it really belongs to China, they have never seen China give any help to the people of Taiwan. total pressure

#Taiwan #TaiwanIsNotChina","['Taiwan', 'TaiwanIsNotChina']"
haeyu132,P’Zeeeeeeeee is the best💙  #มากอดกันนะซีพฤกษ์,['มากอดกันนะซีพฤกษ์']
trickytaipei,"Everyone: Pelosi China US blah blah 

Me: How can Pelosi’s visit help Taiwan tourism 🧐",
TaiwanWarReport,"PLA Su-35s ""crossing the Taiwan Strait"" reports China's",
KirkyTrades,"A move is coming, uppies or downies?",
TaiwanWarReport,CIVIL DEFENSE WARNING SIRENS TURNED ON IN CHINA,
TaiwanWarReport,⚠️ Beijing Daily: The Chinese People's Liberation Army Air Force Su-35 Fighter Jet Is Passing Through The Taiwan Strait.,
tculpan,"So @MOFA_Taiwan just confirmed that an “important visitor” is arriving at Songshan airport around 22:30, and Foreign Minister Joseph Wu will meet them. 
Yet MOFA doesn’t actually confirm who 🙄",
sanahashmi1,"On a show, the anchor asked me is Taiwan panicking? 

I said: Doesn't look like. On the contrary, people in Taiwan look happy and excited. It feels like a festival in Taiwan right now (atleast at the Songshan airport and Xinyi).",
WilliamYang120,"9 minutes before Pelosi is scheduled to land in #Taiwan, the Foreign Ministry sent out a press event that's going to happen at 10:30 pm. It emphasized that the airport will be under control and the event will be broadcasted by the @MOFA_Taiwan.",['Taiwan']
TomHsiung,"Logical skills are valuable and important. Each of us is a constant target for those who want to influence our beliefs, actions, and feelings.",
galearii,"Just another day to degen in NFT and wait for Scholarships info on @y00tsNFT to drop.
#peacefulTaiwan",['peacefulTaiwan']
sueannshiah,Out here googling “what to bring to a shiva” also accepting suggestions and advice for this goy pls,
TaiwanWarReport,SPAR19 starting to reduce altitude on approach to Taipei,
chiv_santos0000,"I can't wait for tomorrow 
I want to watch the whole episode of PIENALO TUESDAY .....VVVVVVPPPPPNNNSAYANG KA LANG",
TaiwanWarReport,"Chinese J-16 fighter jets have appeared at the southern end of the Bashi Strait, Taiwanese media report",
heldavidson,"Taiwan's MOFA has yet to send out a press release but we have the true official Taiwan confirmation: Taipei 101 is lit up with ""Welcome to Speaker Pelosi"".",
TaiwanWarReport,"With #SPAR19 in Taiwan’s ADIZ and now in Taiwan’s airspace, sources say that multiple @MoNDefense’s fighter jets from various airbases have earlier scrambled in ‘alert’ mode.",['SPAR19']
lucifers_c,"Give you a hug! I will support you for a long time, I hope you can be happy every day.❤️☺️

#ZeePruk 
#มากอดกันนะซีพฤกษ์","['ZeePruk', 'มากอดกันนะซีพฤกษ์']"
TaiwanWarReport,US MILITARY JETS TAKE OFF FROM OKINAWA HEADING TOWARDS TAIWAN,
TaiwanWarReport,🚨 CYBER ATTACKS ROCK TAIWAN,
TaiwanWarReport,PRC HAS CLOSED THE AIRSPACE OVER TAIWAN STRAIT FOR CIVILIAN AIRCRAFT - CHINESE STATE MEDIA,
Pik_Sing,"I have a distant memory of 1996 Taiwan Strait Crisis, when Taiwan held its first presidential election through universal suffrage for the first time. Two missiles shoot in the water north of TW.",
dearclarissa,"if you're looking for quotes/opinions from taiwanese people in taiwan, i recommend:

@WilliamYang120 
@wen1949 
@Wenyee_Lee
@brianhioe 
@ChiehtingYeh 
@tingtingliuTVBS 
@che_huai 
@JohnChungEnLiu 
@kuokuomich 
@trickytaipei 
@karissachen 

(feel free to add to this thread)",
xuxingfu1,"HELLY, I AM TALKING TO THIS WORLD ITSELF, RESPECT, OKAY?",
xuxingfu1,"THATS REALLY FUN TO WRITE DONE YOUR STORY BY ANY OTHER SHAPE, WE ALL KNOW.",
rachytsai,I enjoy being at libraries so much that I’m thinking of becoming a librarian,
xuxingfu1,"THIKING ABOUT WHAT IF MY LIFE IS NOT WHAT I FEEL I SEE... ...
I COULD BE LIKE A DYING OLD LADY, NOONE WANT HER LEAVE BUT TIME HAVE DONE TO THE END.
AND MAYBE WHAT I SAY AND TWEET, JUST ANOTHER HARDCORD WRITING... ...YALL, TOTURE.",
xuxingfu1,"WELL, WELL, WELL, NOONE CAN DENY.
IF WE WANNA UNDERSTAND OR CONNECT.
IT SHOULD BE REALLY SIMPLE.
SORRY BUT I AM UNSTOPPABLE.",
brianhioe,"Projections for Pelosi's plan landing are 10:42 PM currently. MOFA officials are reportedly on site, Minister of Foreign Affairs Joseph Wu and AIT Director Sandra Oudkirk are expected to welcome her",
xuxingfu1,"well, even tho you don't have a glsses on your faces, your heart and mind actually duality.
yeah,so it doesn't matter what if I KNOW YOU LONG TIME AGO AND WE COULD EVEN BE ENEMY.",
tculpan,"A bomb threat was made against Taipei Songshan airport this evening. It came from overseas, according to Taiwan CAA. 
Earlier, Taiwan Taoyuan received bomb threats. 
@SpeakerPelosi is due to land at Songshan around 2245 tonight",
xuxingfu1,"Headache, like there have many bubles in my mind, oh, yes, the bottle is brain.
I don't really like to understand or forget, actually, our worlds itselfs, form by reality we could feel, tagle tako, nerve synapse, whatever you name it, it actually the same.",
jojjeols,"Friend in Beijing telling me how aggressive people are online and in conversations, how videos of the PLA looking tough are shared and how it's widely believed that it will ""move in"" on Taiwan once Pelosi arrives.

The nationalism that Xi has been stirring up can backfire.",
BanGaoRen,A good friend has suggested US/PRC have worked a diplomatic channel for Pelosi's trip to let it slide. Both use it as signal 4 domestic audiences to reinforce sagging authority. My guessimate: Deal = Pelosi gets to visit Taiwan but PRC says no flight up the SCS into Taiwan Strait,
micah_mccartney,"#Taiwan watchers: #Pelosi's visit is normal, precedented, blown out of proportion. 

Also Taiwan watchers: the plane! The plane!","['Taiwan', 'Pelosi']"
Cream_msm_,"We know you're working hard. You've done a great job.🥹

พ่ออยากให้ลูกมีความสุข❤️

 #มากอดกันนะซีพฤกษ์",['มากอดกันนะซีพฤกษ์']
smileitsmeg,sometimes having a bad memory does come in handy,
ikeubel,jay has the most attractive back fr,
ravixsn,starting ghost month off strong with the death of my last nerve 😒,
ravixsn,"thank god today is over 🙄 
everything that could have gone wrong went wrong",
ooo0linnn,sleepy,
sanahashmi1,"Recent updates from Taiwan:
➡️Most of Taiwanese websites are down!
➡️Public declaration of Pelosi's visit to Taiwan! Taipei 101 takes charge! 
➡️ Xinyi &amp; Songshan airport are crazily busy with media waiting for Pelosi to land. 
 Taiwan isn't really playing low-key anymore!",
ChasonDailey,Taipei people fear neither China nor ghosts the river path and parks are hopping tonight.,
ikeubel,jaywon gay banget,
howardlee1977,so how many Taiwanese REALLY care about the Pelosi visit?,
brianhioe,"I went to buy a piece of bread, since I spoke to media for the last two hours and didn't eat dinner, and realized when I was trying to pay that I had forgotten how to express myself in language unrelated to the Pelosi visit",
fershad,"Is there a fire in Taipei around Fuxing Sogo area? Very hazy, smell of burning rubber in the air.",
YoSoyDominique,"idk how to express that there r men who have done way more for me cuz they had means to do so, but have meant nothing to me w/o sounding  ungrateful , so while I am unimpressed by physical things, I am most grateful  &amp; swooned by love and loyalty only",
janehiiii,Fuckityyyyyyy fuck fuck fuck,
miamonique__,Day 2 of my smoothie cleanse.,
miamonique__,Good morning!! Have a good day!!,
trickytaipei,"If you’re wondering about the lack of quotes or perspectives from Taiwanese-Taiwanese in western media in regard to all this, it’s because…I dunno, it’s a bit awkward and rude to ask about it.",
apoleeeet,Risk is better than regret..,
chenjunmin,Everyone became Taiwan expert. LOL,
Dandan217,"China is not invading Taiwan any time soon. Makes absolutely zero sense for China to risk a war.

Also, comparisons of Russia/Ukraine with Taiwan/China are laughable. 2 very, very different situations.",
jackypan1989,"When redesigning your homepage, instead of talking about the feature, talk about how you've solved a problem",
misssashleyrae,"I vote we change the Taiwan discourse to praising Taiwanese snacks that were banned by China today and encouraging the world to purchase them as a show of support. And also because Taiwanese snacks are delicious. It's a win-win, really.",
its_immanuel_,"Hate to say this but Arsenal are definitely gonna have a successful season, United on the other hand,naah i don't think so",
WilliamYang120,"More voices from #Taiwan's civil society as @SpeakerPelosi is expected to land in #Taipei in a little more than an hour: ""I will pay attention to how #China and the US deal with her visit. Additionally, I would also worry about whether #Beijing will be like Russia, launching...","['Taiwan', 'Taipei', 'China', 'Beijing']"
spenceramansick,"Ok here me out:

Let’s go from online dating to delivery dating. 

Save the hassle and order yourself a bf/gf. 

#HappyGirlfriendsDay",['HappyGirlfriendsDay']
agustofwind1997,"#editbutton Although the design of Twitter is the best among social networking sites, the only disadvantage of Twitter compared with Sina Weibo, Facebook and Instagram is that there is no edit button all the time.",['editbutton']
gregorhunter,"If the chaos and disorganisation in your life is bringing you down, take comfort in knowing that at least you are  better at planning a summer holiday than Nancy Pelosi",
tculpan,"Taiwan’s presidential office website was hit with a DDoS attack at around 1715 today, with traffic up to 200x daily average. 
Operations were restored within around 20mins. 
Perpetrator was not named.",
TomHsiung,"Typically however, dialogue is an exchange of questions and replies between two parties. Every dialogue has a goal, and requires co-operation between the participants to fulfill the goal.",
its_immanuel_,"Damn God, so this beard just never gonna come in?",
augama,#Taiwan presidential office website is under #DDOS attack. More than 200 times of traffic influx and crippled the site. Could this be the start of retaliation by #Beijing to #Pelosi visit to Taiwan?,"['Taiwan', 'DDOS', 'Beijing', 'Pelosi']"
BanGaoRen,The international anglophone Left being drawn to the PRC as some kind of last bulwark against US imperialism &amp; forever enslavement under capitalism have a similar psychological profile to an elderly conservative voter rather liking Rory Stewart b/c he's the only decent one left.,
T_L_Guy,"What does your multilingual dream life looks like? 

#langtwt",['langtwt']
tiffanyliux,In figuring out my timeline for poppies I picked summer 1880 when assigning each scene a date. An important scene happens on the full moon of August &amp; I thought why not shift the timeline so the day lands on the actual full moon...IT WAS THE EXACT DAY THE SCENE'S ALREADY SET TO,
YoSoyDominique,You gotta hold off &amp; drink the Red Bull exactly 1 hour and 36 mins into your ride for the right effect,
LostCatTaiwan,"Taiwanese street cat really want to be close to a person, once she’s had time to get to know them. Sure she was someone’s. Hope to find her new family &amp; home. Would@bring much happiness to both #cats #CatsofTwittter #catlover #Taipei","['cats', 'CatsofTwittter', 'catlover', 'Taipei']"
TomHsiung,Much of the work of logical pragmatics is in this preliminary phase of clearing up or clarifying exactly what the argument may reasonably be taken to ben.,
brianhioe,"Forgot to mention being on BBC right now--not actually totally sure if it's live though, aha, should have asked",
TomHsiung,"Before an argument, or what looks like an argument, can be evaluated as strong or weak, good or bad, it may be a non-trivial job to pin down just what the argument is, or may be taken to be.",
Yu47955279,why I always do everything terrible 😕,
d546po,JUSTICEALPHAMERS上,
sanahashmi1,"I’m pretty sure Pelosi’s Taiwan visit is being reported in India the most. I’ll be on: 
@IndiaAheadNews from 0940 PM 
@ABPNews with @JournoPranay from 10 PM 
@IndiaToday with @gauravcsawant from 1130 PM 
All TPE time.",
yolingwrites,Arrived safely back to Taiwan just now but didn't bump into Nancy Pelosi at the airport,
Kquik1,Man could you imagine @PatrickMahomes pitching for the @tigers right now!! Me neither cause he probably would have been traded. Ugh this sucks!!!,
yungziku,Who are the best entry fraggers in the entire scene rn? Need suggestions on who to watch. This frog has been down way too often and need bootcamp🐸👑 @Darkii_RM @APEX_COMPS @ZephyrCasts @esports_DiA,
tingtingliuTVBS,"BREAKING: Taiwan’s Presidential Office just confirmed that at around 17:15 local time, the Presidential Office’s website was hit by an overseas DDoS attack. The attack traffic was 200 times that of a normal day, causing the official website to be down for 20 minutes. (1/2)",
BrandonMKemp,"Me: *trying to unwind from writing, interviewing, and editing*

Twitter: Bomb threat! Cyber attack! New Taiwan Strait crisis!? Economic reprisal! Will Pelosi go explosi!? 

I… think it’s time for a shower.",
trickytaipei,The most Taiwanese thing to come out of this Pelosi visit would be if a bunch of Taiwanese women randomly decided to change their English name to Nancy.,
Yu47955279,"If I post a bunch of posts a day, it means today is bad",
WilliamYang120,Perfect phrase to describe tonight in #Taiwan: 挑燈夜戰. Thanks to Nancy.,['Taiwan']
shaoyunews,"Tonight @SpeakerPelosi is to arrive at Songshan Airport in Taipei and stay overnight. She will visit the Parliament tomorrow at 9 am and meet President @iingwen at 10 am. Before the delegation leaves at around 5 pm, they are supposed to visit Jing-Mei White Terror Memorial Park.",
agustofwind1997,"An international friend from the UK blocked me on twitter for a long time, and this international friend not only blocked my twitter, but also blocked my instagram! Her tweets, which I retweeted on Twitter now, are no longer visible on my timeline. This feeling is very bad!",
LeoTheCato,"After a while... we figured out the numbers of followers ain’t important, for many of them just “click liked” without paying attention to what’s going on in the contents. (Many shared no sympathy, paying no attention and probably wouldn’t even care about what’s in your mind. Y”Y.",
agustofwind1997,"On Twitter, two international friends blocked me! The two international friends are both students, one of whom was born in 2002 and the other who was born in 2007. Why are these two international friends blocking my twitter?",
Simon_Hsieh,I think #Pelosi is in Taiwan. Two sorties of Mirage took of within the last hour or so.,['Pelosi']
TsoNatalie,Is anyone nervous about @SpeakerPelosi coming to #Taiwan?,['Taiwan']
Harumi0120,HELP...............🛐,
jhinericc,"Announcement imminent, turn @ezu_xyz tweet notifications on. 🔥🔥🔥🔥",
huuumayy,"Calling for Box Tenshi 🙏🏻🙏🏻🙏🏻
 #VoxPopuLIVE",['VoxPopuLIVE']
AngelicaOung,"I asked my roommates how they feel about the Pelosi visit:

Roomie 1: Barking dogs don't bite. We'll be fine.

Roomie 2: I did not know Pelosi was such a hottie in her time",
YimouLee,Just in from Reuters - Website of #Taiwan presidential office receives overseas cyber attack - source,['Taiwan']
elleryprescott,Lmao at all these mad tankies aka Dengists #Taiwan,['Taiwan']
BekiusMariana,"Digital skills are key for more jobs than you might think. The Skills Toolkit offers courses at all levels, all in one place.",
ericjiang97,"oh god, most of my feed is about China invading Taiwan, though i think its unlikely its making me more nervous that what i already was.",
heldavidson,flightradar keeps crashing can everybody get off pls lol,
Austin85218372,"So is Pelosi coming to Taiwan?!
I don't know why I'm posting this on Twitter. 

#Pelosi #pelositaiwan","['Pelosi', 'pelositaiwan']"
Harumi0120,Why are you so cute?🫠🫠🫠,
EmpressHuang64,I prefer 2022 2 8 over 2 8 2022,
caswendyyyy99,If you can military press more than you can incline press you a straight up psychopath,
jerryasleep,How has Bob Odenkirk not won an Emmy yet???how???,
agustofwind1997,"When posting Chinese and Korean tweets on Twitter, if you add punctuation marks, Latin letters and numbers, etc. the last word is easy to go directly to the next line. This is unbearable for people with obsessive-compulsive disorder.",
giantbbylion,hellooo moots,
elleryprescott,American politicians visit #Taiwan all the time. So why all the sturm and drang then? Because the Chinese are whiney little b*tches who think Taiwan is a part of the PRC.,['Taiwan']
JojoKwong_HK,Let's wait for Speaker Pelosi's arrival!,
sanahashmi1,Everyone on Taiwan Twitter is anxiously waiting for 1030 PM/for Pelosi to land at the Songshan airport. 😬,
yyyyyve,I retract my previous statement on Nishi from Gantz he is kinda a little bitch and also on some weirdo shit,
patrick_atsushi,Firing missiles in Taiwan strait? Yeah they’ll do that any ways.,
hungchihkuo,"“Behold, I give you authority to tread on serpents and scorpions, and over all the power of the enemy. Nothing will in any way hurt you.” Luke 10:19",
siushi,"BREAKING: #NancyPelosi and her #US delegation to land in #Taiwan at 10:30pm local time on flight #SPAR19 for an overnight stay at #GrandHyatt #Taipei

—
#台灣 #RepublicOfChina #中華民國 #台灣新聞 #Pelosi #PelosiVisit #pelositaiwan #NancyPelositaiwan #PelosiLeaveAsia","['NancyPelosi', 'US', 'Taiwan', 'SPAR19', 'GrandHyatt', 'Taipei', '台灣', 'RepublicOfChina', '中華民國', '台灣新聞', 'Pelosi', 'PelosiVisit', 'pelositaiwan', 'NancyPelositaiwan', 'PelosiLeaveAsia']"
elleryprescott,Letting #China continue to get away with its increasing rhetoric and increasing bullying of #Taiwan while standing aside and doing nothing will NOT lead to peace. Precisely the opposite.,"['China', 'Taiwan']"
andrewcchuang,From a friend: Life doesn’t have to be hard as long as you live life with your own expectations and not from others.,
elleryprescott,The US &amp; other friends of #Taiwan need to bluff and show support for Taiwan even if they wouldn’t actually get involved militarily in the event of an invasion. That showing of support NOW and saying and more importantly showing China that that support is serious is good for peace,['Taiwan']
Rimuru903033,"What drawing tablet should I buy ？
Any suggestions ?
#drawing #art","['drawing', 'art']"
tculpan,"1/
Here’s where we’re at with @SpeakerPelosi’s Taiwan trip as of 1800 Tuesday:
Aircraft SPAR19, a @usairforce C40 believed to be carrying the Speaker &amp; her delegation, left Malaysia this afternoon and was on the Eastern edge of Indonesia’s East Kalimantan @flightradar24 data show",
T_L_Guy,"Having my language learning off days now. I think it’s periodical. It’s just that you need to develop this mental strength to deal with the fact that you may constantly find yourself having this cat-got-your tongue syndrome￼￼ whenever you need to speak in your TLs.￼

#langtwt",['langtwt']
lynnishere4u,"note to self:
SAY WHAT YOU WANT TO SAY WHEN NEEDED!!!!!!!
DON'T BE ANXIOUS!!!!!!",
cobbisbest,cobb is best. #cobbisbest,['cobbisbest']
sharkinodraws,"Woah, almost at 1K… 👀",
spenceramansick,They asked me why I’m single and I told them “it was never up to me”.,
flyingheavy747,"Oh, @BetterCallSaul episode 11 is up! 🍿",
agustofwind1997,"#Twitter I once followed a friend from Thailand on Twitter. Later this friend from Thailand removed me from her Twitter followers. This friend from Thailand removed all twitter followers, that's why she removed me from twitter followers.",['Twitter']
sueannshiah,"One of my close friends is going to the World Counsel of Churches this year in Germany and threw out casually on the phone: we can go together to the next conference!
Me: when’s the next one? 
Her: 8 years
Me: !?
Her: this is long term queer life co planning
Me: lol ok i accept",
RosieOneHalf,"Today as with every day, chud weebs have rediscovered the existence of Japanese queer people",
jerryasleep,If you got freaked out by Marcell the Shell can you call that shellshocked?,
taiwantfc,"A fake Twitter account impersonated @YahooNewsTopics, claiming that US House Speaker Nancy #Pelosi's aircraft was brought down over the #Taiwan Strait. 

Created in March 2022 and featured with YahooJapan's logo, the unverified account handle contains Yqhoo, instead of Yahoo.","['Pelosi', 'Taiwan']"
asaka993741,FUCKKKKKKKKKKKKKKKKKKKKKKKK,
simrank_3,Gm to all the mfs that sleep with one leg out the blanket,
YoSoyDominique,I should have left 2 hours ago 🫠,
ZeezyMulla,Taiwanese bureaucratic policy #16373: you have to take all your owed holidays by the end of the calendar year but you can’t take any holidays in the first 6 months of your new job. I started yesterday…,
jackypan1989,"A big lesson in my startup journey. 

Making the right calls is much more than effort.",
AnimalExtender,"People who reply to assertions that Taiwan is already independent with “gotcha” maps of the ROC’s old territorial claims:

What is your point? Do you think the average Taiwanese person is walking around dreaming of a glorious future of Taiwanese tanks “liberating” Ulaanbaatar?",
BrandonMKemp,"Hard not to wonder how much better our lives would have been if Pelosi hadn’t had to cancel her initial planned Taiwan trip due to COVID. We would have been spared the weeks of bad takes, fear-mongering, and speculation over China’s response.",
SpanishMatlock,Hot take: Ageism is not real and old people are bad,
heldavidson,"Known: There are two USAF planes which were in Malaysia today. 
One which likely brought Pelosi delegation into Singapore from Hawaii, and another which was flown in from Japan this morning.
The first is currently in the air, the second still in KL. 
Pelosi expected in TPE at 10.",
wannabeww,it's fucking 2021 how do u fucking survive in this industry with your shitty document processing skill oh my f ing god,
ShanghaiBrute_,Support fucking with big countries because it’s funny,
ShanghaiBrute_,Cope Seethe touch grass suck dick Pelosi is landing in Taiwan,
smileitsmeg,I can’t get you out of my head even if I try,
T_L_Guy,"Your vocab list is personal. It reveals who you are.

You don’t wanna share it with others, just as you don’t share your underwear with others.

That’s why downloading from pre-made flash cards almost never works.

It’s not yours, so it won’t fit well.

#langtwt",['langtwt']
Dixon80953101,"Okay guys,here is a fun fact,in Indonesia the word ""hate"" has a funny alternative meaning which is really loves you,And if you guys think about it,that is basically tsundere,am i right?",
chenjunmin,"Although it is very unlikely that Pelosi will come and China will attack Taiwan and get into war. But for prevention, I have just booked a ticket to Singapore for 5 weeks. Got a trauma in Indonesia back in 1998 riot. Pray for Taiwan",
ooo0linnn,"someone tried to airdrop me a photo, i declined a few times then he/she stopped. not thinking too much at first, but what if something is on my face or what",
WilliamYang120,"While some in #Taiwan's civil society view Pelosi's visit with relative calmness, others have told me how the war in #Ukraine has pushed them to focus more on how #China decides to react when a high-level foreign official visits Taiwan.","['Taiwan', 'Ukraine', 'China']"
Simon_Hsieh,"My theory is that #SPAR19 might be a decoy, flying to Japan , while #SPAR20 goes to Taiwan with #Pelosi onboard.  Just a wild theory.","['SPAR19', 'SPAR20', 'Pelosi']"
Temzz_Dlamini,I can’t imagine my life without music 🫶,
SpanishMatlock,"Breaking: Chinese officials visit Texas, support independence. 75% of Americans approve.",
flyingheavy747,Place your bets,
Yu47955279,feel sick today,
paulee_paul,mashalla. im gonna try long. BTC,
sueannshiah,".@jordynhaime : why are you awake 

Me : the cool answer would be how can I sleep when clearly the fourth strait crisis is about to happen on Twitter but truthfully it’s jet lag and I’ve woken up at this time every night after falling asleep at like 10pm",
flyingheavy747,"Ok here we go, grab your popcorn. Interesting few hours coming. 

First Aircraft taxiing, transponder ON.",
LydiaLe04348478,"Keep a record : 

US is trying to test China for their unwavering support 
of Russia in the Ukrainian conflict. just like China was testing
the West with their saber rattling

As long as there are differing political ideologies between east 
and west - democracy and",
TaiwanWarReport,"⚠️ CHINA FOREIGN MINISTRY, ON U.S. HOUSE SPEAKER PELOSI'S EXPECTED TAIWAN VISIT: HAVE BEEN IN COMMUNICATION WITH U.S., HOPE U.S. CAN BE CLEAR ABOUT GRAVITY, SENSITIVITY OF THIS MATTER",
volauii,Same brain cell?😂😂,
shobetsien,"if you wanted me, you really should've showed",
shobetsien,as i open my eyes,
TomHsiung,"Wordle 409 6/6

⬛⬛⬛⬛⬛
🟩🟨⬛⬛⬛
🟩🟩⬛⬛⬛
🟩🟩⬛🟩🟩
🟩🟩⬛🟩🟩
🟩🟩🟩🟩🟩",
yyyyyve,you ever see a tweet and you’re like this user is abusing stimulants,
TaiwanWarReport,Be careful of imagery you see online. China has perfected disinformation and you will see a lot of fake news/troop movements,
TaiwanWarReport,"3 HR AGO: PRC has just banned the import of more than 100 Taiwanese food products, including very popular brands of titbits and biscuits. A move believed to be targeted in response to PRC’s condemnation of Pelosi’s potential visit to Taiwan.",
VinuShmup,"I still had Natsuki Chronicles in “In assembly” status, so I asked @FirstPressGames why.
They apologize and decided to sent me the package right away with free shipping (to Taiwan 🇹🇼!). 
It was normally planned to be sent with GingaForce when both available.
Thanks a lot 🙏 !",
wannabeww,DONT F WITH ME TODAY,
ooo0linnn,spent too much time on minecraft.. time stealer,
LinTaixlin,What is happening?  #taiwanese,['taiwanese']
Ziyu_ch0,I want a brother 🫠,
misssashleyrae,I think it's time for me to stop arguing about Taiwan on Twitter and get some work done. I've been very unproductive today lol,
fipsyfip,"""Never be afraid to sit awhile and think.""
-- Lorraine Hansberry",
mybrotherray,"If #Taiwan were to draw parallels with the #MCU, it would most resemble #Wakanda. Technologically advanced via vibranium (aka semiconductors); has its own military, currency, constitution; is invisible to the world.","['Taiwan', 'MCU', 'Wakanda']"
alexteachey,"PSA for my friends outside TW: 

Anyone arguing ""even Taiwanese support the One China policy"" by citing the ROC constitution is deeply unserious and knows jack shit about the history and context of this place.

""Anti-imperialists"" out here acting pretty fuckin imperialist rn",
miksssco,YES!!!!! first concert ever: Anne-Marie,
IAKONOHA,"Actually this was the first time I catch up Kronii appears in free chat, am I being lucky enough to have the moment??",
sanahashmi1,Who all are waiting to see how many PLA aircraft will encroach into Taiwan's ADIZ today and tomorrow? 🤔,
heguisen,"This feels like a turning point: the first major cross-strait kerfuffle with more foreign correspondents reporting + tweeting from Taipei than from Beijing.

Yes there's room for more Taiwanese voices in x-strait coverage, but *a lot* has changed since Tsai called Trump in 2016.",
brianhioe,"Anyway, I caution against the ZOMG WWIII IS ABOUT TO HAPPEN takes obviously, but I think China is basically obligated to some form of military action to avoid loss of face or seeming weak--could just take the form of a high number of air incursions though",
AngelicaOung,"From a fellow reporter: ""Taiwan's energy policy is a slow-motion trainwreck. Everybody knows whats going to happen but nobody is doing anything about it."" A short 🧵",
xkvnlee,"I think the question is, how many prospects does Friedman ask for in a Outman/Soto trade?",
bionic_2468,"If the PRC chose to ignore Pelosi's possible visit, the US could've quietly passed Taiwan and that would've made it just Taiwanese overhyping. However, They chose to overact.  It makes Pelosi skipping Taiwan look like the US is China's bitch. So here we are. Asking for it. 🤷‍♂️🤷🤷‍♀️",
honey_diu,lil miss suck the soul out ya dick,
dearclarissa,"Half of my timeline is arguing about tomatoes 🍅, the other about how China Is threatening to obliterate my country 🇹🇼. 

Strange days.",
GrahamMOliver,Every single month when I write my little newsletter I have the exact same internal debate about whether or not linking the title of an article should include the quotation marks in the hyperlink.,
agustofwind1997,"#PelosiVisitsTaiwan Twitter's country and region settings do not have mainland China. My Twitter country setting is Taiwan because I am from Fujian, which is very close to Taiwan.",['PelosiVisitsTaiwan']
LionelL67c,Booking yachts in Lisbon to shake my soon to be non-existent ass on when this is all over next week,
tculpan,"Before things get too heated, I have a precept I hope all sides may bear in mind:

Whoever shoots first gets infamy,
But whoever shoots last gets victory",
itsanisah,"Packing for travels... 

1) running gear
2) swimsuit 
3) cycling pants",
ShishiGen,My throat is burning,
BanGaoRen,So many typos so little time,
niccijsmith,It seems sometimes that politicians on all sides fuel the problem they claim to be trying to resolve,
hernandochandra,The law and the rules are not absolute.,
